customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,SeniorCitizen,OnlineSecurity,TechSupport,PaperlessBilling,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Tier,Retention_Action
4706-AXVKM,11,84.8,906.85,Month-to-month,Fiber optic,Credit card (automatic),Female,1,No,No,Yes,1,1,0.9006307,High Risk,Upsell security/support bundle
5889-JTMUL,50,95.05,4888.7,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,1,1,0.74705774,High Risk,Promote auto-pay switch to reduce billing friction
9026-RNUJS,5,50.35,237.25,Month-to-month,DSL,Electronic check,Male,1,No,No,No,1,1,0.7354507,High Risk,Upsell security/support bundle
3746-EUBYR,1,74.6,74.6,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,No,Yes,1,1,0.91902274,High Risk,Offer contract discount (lock into 1-2yr plan)
2332-EFBJY,16,19.7,342.4,Month-to-month,No,Mailed check,Male,0,No,No,Yes,1,0,0.2569388,Low Risk,Upsell security/support bundle
2880-FPNAE,2,74.2,140.1,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,0,1,0.81882674,High Risk,Offer contract discount (lock into 1-2yr plan)
1703-MGIAB,17,69.0,1108.0,Month-to-month,DSL,Mailed check,Female,0,No,Yes,Yes,0,0,0.4386592,Medium Risk,Upsell security/support bundle
4311-QTTAI,16,19.35,295.55,One year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.087973885,Low Risk,Upsell security/support bundle
9474-PHLYD,15,59.45,892.65,Month-to-month,DSL,Electronic check,Female,0,No,No,Yes,1,1,0.626114,Medium Risk,Upsell security/support bundle
4318-RAJVY,10,19.8,198.25,One year,No,Mailed check,Female,0,No,No,Yes,0,0,0.07735231,Low Risk,Upsell security/support bundle
2165-VOEGB,46,105.2,4822.85,One year,Fiber optic,Bank transfer (automatic),Female,0,Yes,Yes,Yes,1,0,0.1981996,Low Risk,Monitor — no immediate action needed
3612-YUNGG,64,109.2,6741.15,Two year,Fiber optic,Credit card (automatic),Male,0,No,Yes,Yes,0,0,0.14797851,Low Risk,Upsell security/support bundle
2254-DLXRI,1,79.15,79.15,Month-to-month,Fiber optic,Mailed check,Female,0,No,No,Yes,0,1,0.9621394,High Risk,Offer contract discount (lock into 1-2yr plan)
5062-CJJKH,25,53.65,1355.45,One year,DSL,Mailed check,Male,0,No,No,No,0,0,0.1447049,Low Risk,Upsell security/support bundle
9028-LIHRP,71,100.2,7209.0,Two year,Fiber optic,Credit card (automatic),Male,0,Yes,Yes,No,0,0,0.011262255,Low Risk,Monitor — no immediate action needed
2219-MVUSO,8,45.15,438.4,Month-to-month,DSL,Mailed check,Male,0,No,No,Yes,1,0,0.4647623,Medium Risk,Upsell security/support bundle
1053-MXTTK,72,108.65,7726.35,Two year,Fiber optic,Bank transfer (automatic),Female,0,Yes,Yes,Yes,0,0,0.017974962,Low Risk,Monitor — no immediate action needed
1530-ZTDOZ,49,40.65,2070.75,Month-to-month,DSL,Bank transfer (automatic),Female,0,Yes,No,No,0,0,0.31657144,Low Risk,Upsell security/support bundle
1301-LOPVR,29,55.35,1636.95,One year,DSL,Credit card (automatic),Male,0,Yes,Yes,Yes,0,0,0.18651274,Low Risk,Monitor — no immediate action needed
0853-TWRVK,72,105.6,7581.5,Two year,Fiber optic,Bank transfer (automatic),Male,0,Yes,Yes,No,0,0,0.010209922,Low Risk,Monitor — no immediate action needed
8914-RBTSB,31,93.8,3019.5,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,No,1,1,0.5312633,Medium Risk,Promote auto-pay switch to reduce billing friction
6212-ATMLK,50,95.7,4729.75,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.77866554,High Risk,Promote auto-pay switch to reduce billing friction
8200-LGKSR,71,83.2,6126.1,Two year,DSL,Electronic check,Male,0,Yes,Yes,No,0,0,0.022604894,Low Risk,Monitor — no immediate action needed
1568-BEKZM,70,90.05,6333.4,Two year,DSL,Credit card (automatic),Male,1,Yes,Yes,No,0,0,0.059857074,Low Risk,Offer senior-friendly discounted plan
0670-ANMUU,71,97.65,6687.85,One year,Fiber optic,Credit card (automatic),Male,0,Yes,Yes,No,0,0,0.04158009,Low Risk,Monitor — no immediate action needed
6897-RWMUB,61,68.05,4158.25,Two year,DSL,Bank transfer (automatic),Male,0,Yes,Yes,Yes,0,0,0.009436285,Low Risk,Monitor — no immediate action needed
0963-ZBDRN,32,96.2,3183.4,Month-to-month,Fiber optic,Electronic check,Male,0,No,Yes,Yes,1,1,0.6601854,Medium Risk,Promote auto-pay switch to reduce billing friction
7594-RQHXR,1,79.6,79.6,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,1,1,0.9559652,High Risk,Offer contract discount (lock into 1-2yr plan)
6999-CHVCF,68,102.1,7149.35,Two year,Fiber optic,Bank transfer (automatic),Male,0,Yes,No,Yes,0,0,0.14604661,Low Risk,Upsell security/support bundle
6134-KWTBV,62,23.4,1429.65,Two year,No,Bank transfer (automatic),Male,0,No,No,No,0,0,0.011378367,Low Risk,Upsell security/support bundle
1077-HUUJM,7,71.05,472.65,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.7883688,High Risk,Upsell security/support bundle
6331-EWIEB,20,85.25,1734.5,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.824171,High Risk,Upsell security/support bundle
0895-LNKRC,6,19.45,113.5,One year,No,Mailed check,Male,0,No,No,No,0,0,0.06374663,Low Risk,Upsell security/support bundle
2045-BMBTJ,33,59.45,1884.65,Month-to-month,DSL,Bank transfer (automatic),Female,1,Yes,No,Yes,0,0,0.3918543,Low Risk,Upsell security/support bundle
8417-GSODA,28,92.2,2568.15,One year,Fiber optic,Bank transfer (automatic),Male,0,No,No,No,0,0,0.24574438,Low Risk,Upsell security/support bundle
5171-EPLKN,27,19.85,470.0,Two year,No,Credit card (automatic),Male,0,No,No,No,0,0,0.031339828,Low Risk,Upsell security/support bundle
4452-QIIEB,7,43.9,278.4,Month-to-month,DSL,Mailed check,Male,0,No,No,No,0,0,0.4111189,Medium Risk,Upsell security/support bundle
5998-VVEJY,26,80.5,2088.8,Month-to-month,Fiber optic,Electronic check,Male,0,No,Yes,Yes,1,1,0.70547414,High Risk,Upsell security/support bundle
1624-NALOJ,5,89.8,502.6,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.91667956,High Risk,Offer contract discount (lock into 1-2yr plan)
6741-EGCBI,30,90.5,2595.85,Month-to-month,Fiber optic,Credit card (automatic),Male,1,Yes,No,Yes,0,0,0.51826584,Medium Risk,Upsell security/support bundle
7820-ZYGNY,63,90.45,5825.5,One year,Fiber optic,Credit card (automatic),Male,0,No,No,No,0,0,0.18406244,Low Risk,Upsell security/support bundle
4317-VTEOA,1,50.75,50.75,Month-to-month,DSL,Electronic check,Male,0,No,No,Yes,1,1,0.7815191,High Risk,Send proactive onboarding call/email
9677-AVKED,53,84.6,4449.75,One year,DSL,Electronic check,Female,0,No,Yes,Yes,0,0,0.23064022,Low Risk,Upsell security/support bundle
1670-SVOWZ,14,89.65,1208.35,Month-to-month,Fiber optic,Credit card (automatic),Female,0,No,Yes,Yes,1,1,0.7470255,High Risk,Upsell security/support bundle
2227-JRSJX,21,99.15,1956.4,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,Yes,Yes,0,1,0.5932706,Medium Risk,Upsell security/support bundle
9847-HNVGP,17,19.95,310.6,One year,No,Mailed check,Male,0,No,No,No,0,0,0.056366127,Low Risk,Upsell security/support bundle
6696-YDAYZ,16,20.5,290.55,Two year,No,Mailed check,Male,0,No,No,No,0,0,0.025047006,Low Risk,Upsell security/support bundle
8980-WQFWL,35,62.1,2096.1,Month-to-month,DSL,Electronic check,Female,0,No,No,Yes,0,0,0.3041722,Low Risk,Upsell security/support bundle
1730-ZMAME,32,79.5,2665.0,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,0,1,0.7443356,High Risk,Upsell security/support bundle
6506-EYCNH,28,19.55,543.8,Month-to-month,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.17819412,Low Risk,Upsell security/support bundle
4634-JLRJT,1,20.35,20.35,Month-to-month,No,Mailed check,Female,0,No,No,Yes,0,1,0.5716757,Medium Risk,Send proactive onboarding call/email
9501-UKKNL,59,51.7,3005.8,Month-to-month,DSL,Electronic check,Male,0,No,Yes,Yes,0,0,0.2623855,Low Risk,Upsell security/support bundle
2560-QTSBS,72,23.3,1623.15,One year,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.005180853,Low Risk,Upsell security/support bundle
7541-YLXCL,36,65.4,2498.4,One year,DSL,Mailed check,Male,0,No,Yes,Yes,1,0,0.5014812,Medium Risk,Upsell security/support bundle
4795-WRNVT,40,65.1,2586.0,Month-to-month,DSL,Mailed check,Female,0,Yes,No,No,0,0,0.20521688,Low Risk,Upsell security/support bundle
6080-TCMYC,40,81.2,3292.3,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,0,1,0.7012169,High Risk,Upsell security/support bundle
0260-ZDLGK,9,72.9,651.4,Month-to-month,DSL,Mailed check,Female,0,No,Yes,Yes,1,0,0.4514914,Medium Risk,Upsell security/support bundle
7860-UXCRM,63,74.5,4674.55,Two year,DSL,Credit card (automatic),Male,0,Yes,Yes,No,0,0,0.036506888,Low Risk,Monitor — no immediate action needed
6357-JJPQT,3,80.5,232.35,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.8552559,High Risk,Offer contract discount (lock into 1-2yr plan)
2292-XQWSV,40,60.3,2448.5,One year,DSL,Mailed check,Male,0,No,Yes,No,0,0,0.388308,Low Risk,Upsell security/support bundle
9552-TGUZV,8,75.0,658.1,Month-to-month,Fiber optic,Mailed check,Male,0,Yes,No,Yes,0,1,0.69870645,Medium Risk,Upsell security/support bundle
5913-INRQV,34,90.15,3128.8,One year,Fiber optic,Mailed check,Male,1,Yes,Yes,No,0,0,0.121158116,Low Risk,Offer senior-friendly discounted plan
8722-NGNBH,5,40.0,223.45,Month-to-month,DSL,Mailed check,Male,0,Yes,Yes,No,1,0,0.51267797,Medium Risk,Monitor — no immediate action needed
6210-KBBPI,9,99.45,919.4,Month-to-month,Fiber optic,Credit card (automatic),Male,1,No,No,Yes,1,1,0.94201016,High Risk,Upsell security/support bundle
9643-YBLUR,9,69.05,653.95,Month-to-month,DSL,Credit card (automatic),Male,0,No,No,Yes,0,0,0.50660753,Medium Risk,Upsell security/support bundle
8734-FNWVH,31,59.7,1825.5,Month-to-month,DSL,Bank transfer (automatic),Male,0,No,No,No,0,0,0.2414464,Low Risk,Upsell security/support bundle
9447-YPTBX,50,19.85,943.1,One year,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.046879996,Low Risk,Upsell security/support bundle
0133-BMFZO,2,86.25,181.65,Month-to-month,Fiber optic,Electronic check,Female,0,Yes,Yes,Yes,1,1,0.697401,Medium Risk,Offer contract discount (lock into 1-2yr plan)
6128-CZOMY,1,45.65,45.65,Month-to-month,DSL,Electronic check,Female,0,No,No,Yes,1,1,0.84962374,High Risk,Send proactive onboarding call/email
9540-JYROE,8,70.1,551.35,Month-to-month,Fiber optic,Mailed check,Male,0,No,No,Yes,1,1,0.7238334,High Risk,Upsell security/support bundle
9026-LHEVG,9,40.75,359.4,Month-to-month,DSL,Electronic check,Female,0,No,No,No,0,1,0.54175234,Medium Risk,Upsell security/support bundle
2260-USTRB,2,70.2,115.95,Month-to-month,Fiber optic,Bank transfer (automatic),Female,1,No,No,Yes,1,1,0.79878753,High Risk,Offer contract discount (lock into 1-2yr plan)
3656-TKRVZ,3,55.35,165.2,Month-to-month,DSL,Electronic check,Female,0,Yes,No,No,1,1,0.61932725,Medium Risk,Send proactive onboarding call/email
7011-CVEUC,25,95.7,2338.35,Month-to-month,Fiber optic,Credit card (automatic),Male,0,No,Yes,Yes,0,1,0.5411598,Medium Risk,Upsell security/support bundle
6185-TASNN,1,46.3,46.3,Month-to-month,DSL,Electronic check,Male,1,No,No,No,0,1,0.742112,High Risk,Send proactive onboarding call/email
7925-PNRGI,45,81.3,3541.1,Month-to-month,DSL,Mailed check,Female,0,Yes,Yes,No,0,0,0.13144478,Low Risk,Monitor — no immediate action needed
8623-TMRBY,51,84.2,4146.05,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.738444,High Risk,Upsell security/support bundle
1552-CZCLL,55,20.0,1087.25,Month-to-month,No,Credit card (automatic),Female,0,No,No,No,0,0,0.20184763,Low Risk,Upsell security/support bundle
3038-PQIUY,38,66.15,2522.4,Month-to-month,DSL,Bank transfer (automatic),Female,0,Yes,No,Yes,0,0,0.18340649,Low Risk,Upsell security/support bundle
1501-SGHBW,2,45.85,81.0,Month-to-month,DSL,Mailed check,Male,0,No,No,No,1,1,0.70815754,High Risk,Send proactive onboarding call/email
9313-CDOGY,38,19.6,717.3,Month-to-month,No,Electronic check,Male,0,No,No,No,0,0,0.1037735,Low Risk,Upsell security/support bundle
8148-BPLZQ,34,49.8,1734.2,Month-to-month,DSL,Electronic check,Male,0,No,No,Yes,0,0,0.26301503,Low Risk,Upsell security/support bundle
2623-DRYAM,70,101.75,7069.3,One year,Fiber optic,Electronic check,Female,0,No,No,Yes,0,0,0.42631045,Medium Risk,Promote auto-pay switch to reduce billing friction
9987-LUTYD,13,55.15,742.9,One year,DSL,Mailed check,Female,0,Yes,Yes,No,0,0,0.12928404,Low Risk,Monitor — no immediate action needed
3208-YPIOE,39,75.25,3017.65,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,No,1,1,0.65657836,Medium Risk,Upsell security/support bundle
4488-KQFDT,61,103.95,6423.0,One year,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.5564867,Medium Risk,Promote auto-pay switch to reduce billing friction
2612-RANWT,12,100.15,1164.3,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,Yes,1,1,0.9480572,High Risk,Upsell security/support bundle
5693-PIPCS,41,99.65,4220.35,Two year,Fiber optic,Credit card (automatic),Male,0,No,Yes,Yes,0,0,0.06207867,Low Risk,Upsell security/support bundle
0491-KAPQG,21,73.7,1558.7,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,0,1,0.7448566,High Risk,Upsell security/support bundle
1925-LFCZZ,55,50.05,2743.45,One year,DSL,Bank transfer (automatic),Male,1,No,No,Yes,0,0,0.45138445,Medium Risk,Upsell security/support bundle
8039-EQPIM,69,60.25,4055.5,Two year,DSL,Bank transfer (automatic),Male,0,Yes,Yes,No,0,0,0.014897691,Low Risk,Monitor — no immediate action needed
6900-PXRMS,26,105.75,2710.25,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,No,1,1,0.73769855,High Risk,Promote auto-pay switch to reduce billing friction
8707-RMEZH,69,87.3,6055.55,One year,Fiber optic,Credit card (automatic),Female,1,Yes,No,No,0,0,0.24706587,Low Risk,Upsell security/support bundle
3346-BRMIS,18,48.35,810.7,Month-to-month,DSL,Electronic check,Female,1,No,No,Yes,1,1,0.7978333,High Risk,Upsell security/support bundle
3209-ZPKFI,47,54.25,2538.2,Month-to-month,DSL,Electronic check,Male,0,No,No,No,0,0,0.2869145,Low Risk,Upsell security/support bundle
6479-VDGRK,72,85.3,6129.2,Two year,DSL,Bank transfer (automatic),Female,0,Yes,Yes,No,0,0,0.0040499982,Low Risk,Monitor — no immediate action needed
9373-WSLOY,33,50.0,1750.85,Month-to-month,DSL,Electronic check,Male,1,No,Yes,Yes,0,0,0.32368347,Low Risk,Upsell security/support bundle
2933-FILNV,2,24.4,36.55,Month-to-month,DSL,Mailed check,Female,0,No,No,Yes,1,1,0.7327304,High Risk,Send proactive onboarding call/email
3569-JFODW,72,90.95,6652.45,Two year,DSL,Credit card (automatic),Female,0,Yes,Yes,No,0,0,0.0026327118,Low Risk,Monitor — no immediate action needed
9819-FBNSV,37,72.25,2575.45,Month-to-month,Fiber optic,Bank transfer (automatic),Male,1,No,No,Yes,0,1,0.6183146,Medium Risk,Upsell security/support bundle
9544-PYPSJ,62,96.1,6019.35,Month-to-month,Fiber optic,Credit card (automatic),Female,1,No,No,Yes,0,0,0.3522214,Low Risk,Upsell security/support bundle
1591-XWLGB,71,19.85,1379.6,Two year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.0063770143,Low Risk,Upsell security/support bundle
0396-UKGAI,23,55.3,1284.2,Month-to-month,DSL,Bank transfer (automatic),Male,0,No,Yes,Yes,0,0,0.26078275,Low Risk,Upsell security/support bundle
3243-ZHOHY,16,20.1,296.15,One year,No,Mailed check,Female,0,No,No,No,0,0,0.060948484,Low Risk,Upsell security/support bundle
5186-EJEGL,9,69.5,653.25,Month-to-month,DSL,Mailed check,Male,0,Yes,Yes,Yes,0,0,0.3855335,Low Risk,Monitor — no immediate action needed
7527-QNRUS,17,25.15,412.6,Two year,No,Mailed check,Male,0,No,No,Yes,0,0,0.0588223,Low Risk,Upsell security/support bundle
9986-BONCE,4,20.95,85.5,Month-to-month,No,Bank transfer (automatic),Female,0,No,No,No,1,0,0.30856642,Low Risk,Upsell security/support bundle
2722-JMONI,1,49.55,49.55,Month-to-month,DSL,Electronic check,Female,1,Yes,No,Yes,1,1,0.81943965,High Risk,Send proactive onboarding call/email
2203-GHNWN,24,79.65,1928.7,Month-to-month,Fiber optic,Mailed check,Female,0,No,No,Yes,0,1,0.5975857,Medium Risk,Upsell security/support bundle
3878-AVSOQ,1,71.25,71.25,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,0,1,0.92925483,High Risk,Offer contract discount (lock into 1-2yr plan)
3258-SYSWS,72,113.8,7845.8,Two year,Fiber optic,Bank transfer (automatic),Male,1,Yes,Yes,No,0,0,0.014148543,Low Risk,Offer senior-friendly discounted plan
5296-PSYVW,72,24.55,1750.7,Two year,No,Electronic check,Female,0,No,No,No,0,0,0.011678988,Low Risk,Upsell security/support bundle
6319-QSUSR,11,19.7,216.2,Month-to-month,No,Credit card (automatic),Female,0,No,No,No,0,0,0.2601407,Low Risk,Upsell security/support bundle
4083-EUGRJ,9,20.25,178.5,Month-to-month,No,Mailed check,Male,0,No,No,No,1,0,0.24846931,Low Risk,Upsell security/support bundle
7579-OOPEC,2,50.15,115.1,Month-to-month,DSL,Credit card (automatic),Female,1,No,No,No,1,1,0.66521245,Medium Risk,Send proactive onboarding call/email
0512-FLFDW,60,100.5,6029.0,One year,Fiber optic,Credit card (automatic),Female,1,No,No,Yes,0,0,0.38236427,Low Risk,Upsell security/support bundle
1771-OADNZ,29,95.9,2745.2,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.7747357,High Risk,Promote auto-pay switch to reduce billing friction
0487-CRLZF,49,74.45,3721.9,Two year,DSL,Bank transfer (automatic),Female,0,No,Yes,Yes,0,0,0.024366528,Low Risk,Upsell security/support bundle
2107-FBPTK,30,104.1,3121.1,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,0,1,0.7878962,High Risk,Promote auto-pay switch to reduce billing friction
9451-WLYRI,53,19.05,990.45,One year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.01668544,Low Risk,Upsell security/support bundle
8219-VYBVI,39,25.0,1004.35,Two year,No,Mailed check,Male,0,No,No,No,0,0,0.03821762,Low Risk,Upsell security/support bundle
1991-VOPLL,9,19.05,157.65,Month-to-month,No,Mailed check,Female,0,No,No,No,0,0,0.030793823,Low Risk,Upsell security/support bundle
9738-QLWTP,39,81.9,3219.75,One year,Fiber optic,Electronic check,Male,0,No,Yes,No,0,0,0.23903647,Low Risk,Upsell security/support bundle
1016-DJTSV,8,69.7,572.85,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,0,1,0.76432365,High Risk,Upsell security/support bundle
9419-IPPBE,51,90.15,4554.85,One year,Fiber optic,Electronic check,Female,0,No,No,Yes,0,0,0.2605753,Low Risk,Promote auto-pay switch to reduce billing friction
0174-QRVVY,71,25.35,1847.55,Two year,No,Credit card (automatic),Male,0,No,No,No,0,0,0.0035629102,Low Risk,Upsell security/support bundle
5699-BNCAS,71,24.65,1766.75,Two year,No,Mailed check,Male,1,No,No,Yes,0,0,0.0093102595,Low Risk,Upsell security/support bundle
2900-PHPLN,70,19.55,1462.05,Two year,No,Credit card (automatic),Female,1,No,No,Yes,0,0,0.02743025,Low Risk,Upsell security/support bundle
0612-RTZZA,1,25.25,25.25,Month-to-month,DSL,Electronic check,Female,1,No,No,No,1,1,0.86577415,High Risk,Send proactive onboarding call/email
8106-GWQOK,38,60.0,2193.2,Two year,DSL,Bank transfer (automatic),Male,0,Yes,Yes,Yes,0,0,0.04120533,Low Risk,Monitor — no immediate action needed
8751-EDEKA,28,89.9,2433.5,Month-to-month,Fiber optic,Credit card (automatic),Female,0,No,No,No,0,1,0.54862666,Medium Risk,Upsell security/support bundle
6878-GGDWG,32,19.4,641.15,Month-to-month,No,Bank transfer (automatic),Female,0,No,No,No,0,0,0.19803086,Low Risk,Upsell security/support bundle
4039-PIMHX,49,49.8,2398.4,Two year,DSL,Mailed check,Male,1,No,No,No,0,0,0.08263784,Low Risk,Upsell security/support bundle
8450-LUGUK,37,24.1,861.85,Two year,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.025582474,Low Risk,Upsell security/support bundle
3604-WLABM,10,54.25,583.0,Month-to-month,DSL,Electronic check,Female,0,No,Yes,No,0,1,0.5461224,Medium Risk,Upsell security/support bundle
0795-GMVQO,67,109.9,7332.4,One year,Fiber optic,Credit card (automatic),Male,0,Yes,No,No,0,0,0.32775897,Low Risk,Upsell security/support bundle
2259-OUUSZ,7,35.5,249.55,One year,DSL,Credit card (automatic),Male,0,No,Yes,Yes,0,0,0.2761234,Low Risk,Upsell security/support bundle
1142-IHLOO,51,87.55,4475.9,One year,Fiber optic,Credit card (automatic),Female,0,No,No,No,0,0,0.1908493,Low Risk,Upsell security/support bundle
6410-LEFEN,9,45.15,416.45,Month-to-month,DSL,Electronic check,Female,0,No,No,No,1,1,0.55732405,Medium Risk,Upsell security/support bundle
4633-MKHYU,9,88.4,788.6,Month-to-month,Fiber optic,Mailed check,Female,0,No,No,Yes,0,1,0.8274697,High Risk,Upsell security/support bundle
6257-RJOHI,4,50.8,202.3,Month-to-month,DSL,Mailed check,Male,0,No,Yes,Yes,0,1,0.5760055,Medium Risk,Upsell security/support bundle
1545-JFUML,71,99.0,6994.6,Two year,Fiber optic,Electronic check,Male,0,Yes,No,Yes,0,0,0.030639354,Low Risk,Promote auto-pay switch to reduce billing friction
3194-ORPIK,50,84.4,4116.15,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,Yes,1,1,0.5649328,Medium Risk,Upsell security/support bundle
7826-VVKWT,24,96.55,2263.45,Two year,Fiber optic,Electronic check,Female,1,No,No,Yes,0,0,0.13968207,Low Risk,Promote auto-pay switch to reduce billing friction
1353-GHZOS,22,59.75,1374.35,One year,DSL,Bank transfer (automatic),Male,0,Yes,No,Yes,0,0,0.15323165,Low Risk,Upsell security/support bundle
2587-EKXTS,44,111.5,4915.15,Month-to-month,Fiber optic,Electronic check,Male,0,Yes,No,Yes,0,0,0.43205687,Medium Risk,Promote auto-pay switch to reduce billing friction
5442-BXVND,33,24.25,838.5,Month-to-month,No,Bank transfer (automatic),Female,0,No,No,No,0,0,0.25169593,Low Risk,Upsell security/support bundle
8816-VXNZD,1,75.1,75.1,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,1,1,0.95605725,High Risk,Offer contract discount (lock into 1-2yr plan)
9378-FXTIZ,54,70.15,3715.65,One year,DSL,Credit card (automatic),Female,0,No,No,Yes,1,0,0.21340488,Low Risk,Upsell security/support bundle
1723-HKXJQ,42,101.75,4273.45,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.8089371,High Risk,Promote auto-pay switch to reduce billing friction
7825-GKXMW,1,45.8,45.8,Month-to-month,DSL,Electronic check,Female,0,No,No,No,1,1,0.7906276,High Risk,Send proactive onboarding call/email
9753-OYLBX,1,20.5,20.5,Month-to-month,No,Mailed check,Female,0,No,No,No,0,1,0.64127326,Medium Risk,Send proactive onboarding call/email
2364-UFROM,30,70.4,2044.75,One year,DSL,Electronic check,Male,0,Yes,Yes,No,0,0,0.14331922,Low Risk,Monitor — no immediate action needed
6656-JWRQX,1,30.55,30.55,Month-to-month,DSL,Mailed check,Female,0,No,Yes,No,0,0,0.4760324,Medium Risk,Send proactive onboarding call/email
6473-ULUHT,16,84.9,1398.25,Month-to-month,DSL,Electronic check,Male,0,Yes,Yes,No,0,0,0.4152266,Medium Risk,Monitor — no immediate action needed
1240-KNSEZ,1,20.1,20.1,Month-to-month,No,Mailed check,Male,0,No,No,Yes,1,1,0.7003043,High Risk,Send proactive onboarding call/email
0836-SEYLU,9,40.65,328.95,Month-to-month,DSL,Mailed check,Male,0,No,Yes,No,1,1,0.56982684,Medium Risk,Upsell security/support bundle
4433-JCGCG,46,101.0,4680.05,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.8342626,High Risk,Promote auto-pay switch to reduce billing friction
3716-BDVDB,1,69.1,69.1,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.9453507,High Risk,Offer contract discount (lock into 1-2yr plan)
7688-AWMDX,71,54.5,3778.2,Two year,DSL,Bank transfer (automatic),Male,0,Yes,Yes,No,0,0,0.003644238,Low Risk,Monitor — no immediate action needed
2842-BCQGE,43,75.35,3161.4,Month-to-month,Fiber optic,Credit card (automatic),Male,0,No,No,Yes,0,1,0.61521566,Medium Risk,Upsell security/support bundle
7244-QWYHG,50,44.45,2188.45,One year,DSL,Bank transfer (automatic),Male,0,Yes,Yes,Yes,0,0,0.06460481,Low Risk,Monitor — no immediate action needed
5899-MQZZL,13,75.0,999.45,Month-to-month,Fiber optic,Mailed check,Female,0,No,No,Yes,1,1,0.6969454,Medium Risk,Upsell security/support bundle
6849-OYAMU,19,100.0,1888.65,One year,Fiber optic,Bank transfer (automatic),Male,0,No,Yes,No,1,0,0.41757554,Medium Risk,Upsell security/support bundle
5312-UXESG,41,98.05,3990.6,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,No,0,1,0.6415854,Medium Risk,Upsell security/support bundle
9488-HGMJH,1,71.15,71.15,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,1,1,0.92925483,High Risk,Offer contract discount (lock into 1-2yr plan)
6038-GCYEC,24,54.15,1240.25,Month-to-month,DSL,Credit card (automatic),Female,0,No,No,Yes,1,1,0.5667616,Medium Risk,Upsell security/support bundle
2150-WLKUW,40,63.9,2635.0,One year,DSL,Bank transfer (automatic),Female,0,No,No,No,0,0,0.11229987,Low Risk,Upsell security/support bundle
7159-FVYPK,3,69.15,235.0,Month-to-month,DSL,Bank transfer (automatic),Female,0,No,No,Yes,0,1,0.54216766,Medium Risk,Upsell security/support bundle
7032-LMBHI,37,64.65,2347.85,One year,DSL,Bank transfer (automatic),Female,0,Yes,No,No,0,0,0.10167772,Low Risk,Upsell security/support bundle
1150-WFARN,67,108.75,7156.2,Two year,Fiber optic,Credit card (automatic),Female,0,Yes,Yes,Yes,1,0,0.2894743,Low Risk,Monitor — no immediate action needed
6088-BXMRG,32,98.85,3089.6,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.7672311,High Risk,Promote auto-pay switch to reduce billing friction
3144-AUDBS,6,49.15,270.8,Month-to-month,DSL,Electronic check,Female,0,No,Yes,Yes,1,1,0.6937949,Medium Risk,Upsell security/support bundle
